,GEOID,Longitude,Latitude,"binUninsured rate (% of residents), 2015-2019","binHomicide (crimes), 2017-2021","binMajor crime (crimes), 2016-2020","binViolent crime (crimes), 2016-2020","binEviction rate (% of renter-occupied households), 2018","binSeverely rent-burdened (% of renter-occupied housing units), 2015-2019","binTraffic crashes (number of crashes), 2021","binHigh school graduation rate (% of residents), 2015-2019","binCollege graduation rate (% of residents), 2015-2019","binUnemployment rate (%), 2015-2019","binMedian household income, 2015-2019","binPer capita income, 2015-2019","binPoverty rate (% of residents), 2015-2019","binDemographics, Non-Hispanic White (% of residents), 2016-2020","binPopulation (residents), 2015-2019",indicator,value
8327,17031242200,-87.6747188,41.8995893,0.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"Median household income, 2015-2019",131642.235
8328,17031242300,-87.6796003,41.8995065,0.0,0.0,2.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,2,"Median household income, 2015-2019",100385.0667
8329,17031242400,-87.68449,41.8994219,1.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,1,"Median household income, 2015-2019",101146.6606
8330,17031242500,-87.6893191,41.8994455,3.0,1.0,2.0,2.0,0.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2,"Median household income, 2015-2019",76795.8118
8331,17031242600,-87.694197,41.90056,1.0,1.0,3.0,3.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,2.0,1.0,2.0,3,"Median household income, 2015-2019",66834.63129
8332,17031242700,-87.6993742,41.8974254,2.0,1.0,0.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,0,"Median household income, 2015-2019",55597.40988
8333,17031242800,-87.6903237,41.892632,1.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,2.0,1.0,3.0,3.0,0.0,3.0,0,"Median household income, 2015-2019",95133.46365
8334,17031242900,-87.6842896,41.8921955,1.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,0,"Median household income, 2015-2019",107361.3935
8335,17031243000,-87.6793981,41.8922753,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,2.0,1.0,3.0,3.0,0.0,3.0,1,"Median household income, 2015-2019",90544.80783
8336,17031243100,-87.6745068,41.8923546,1.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,2.0,1,"Median household income, 2015-2019",117087.0951
8337,17031243200,-87.6696238,41.8924327,1.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,1,"Median household income, 2015-2019",131467.2169
8338,17031243300,-87.6647388,41.8924781,2.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0,1,"Median household income, 2015-2019",105051.1548
8339,17031243400,-87.6598479,41.8925579,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,2.0,1,"Median household income, 2015-2019",108855.9418
8340,17031243500,-87.6525172,41.8926536,0.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,3.0,2,"Median household income, 2015-2019",136862.0166
8341,17031250200,-87.751073,41.9123508,3.0,1.0,2.0,2.0,3.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1,"Median household income, 2015-2019",50289.58886
8342,17031250300,-87.7608408,41.9128419,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,3,"Median household income, 2015-2019",36213.89241
8343,17031250400,-87.7753942,41.912908,1.0,2.0,3.0,3.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,3,"Median household income, 2015-2019",49069.76588
8344,17031250500,-87.796796,41.914618,0.0,0.0,2.0,2.0,2.0,0.0,3.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,3,"Median household income, 2015-2019",102804.5591
8345,17031250600,-87.7706303,41.9056935,2.0,2.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2,"Median household income, 2015-2019",48988.09077
8346,17031250700,-87.7608128,41.9058206,2.0,2.0,3.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,0.0,1.0,2.0,0.0,3,"Median household income, 2015-2019",37062.46492
8347,17031250800,-87.7514741,41.9061855,2.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,0.0,1,"Median household income, 2015-2019",38450.94168
8348,17031251000,-87.7448924,41.8986945,3.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"Median household income, 2015-2019",31472.49353
8349,17031251100,-87.7520112,41.8986248,0.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,3,"Median household income, 2015-2019",21148.54828
8350,17031251200,-87.760604,41.8985491,2.0,2.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,3.0,1.0,0.0,2.0,0.0,2,"Median household income, 2015-2019",48379.24
8351,17031251300,-87.7703849,41.8984251,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,1.0,2.0,0.0,2,"Median household income, 2015-2019",33585.43907
8352,17031251400,-87.7701248,41.8909574,1.0,2.0,3.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2,"Median household income, 2015-2019",35666.56314
8353,17031251500,-87.7603538,41.8911035,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2,"Median household income, 2015-2019",25386.10723
8354,17031251600,-87.7518037,41.8914065,3.0,2.0,3.0,3.0,2.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,2,"Median household income, 2015-2019",31821.46898
8355,17031251700,-87.7444793,41.8913844,3.0,2.0,2.0,3.0,3.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0,"Median household income, 2015-2019",56066.24619
8356,17031251800,-87.7478885,41.8841436,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,3,"Median household income, 2015-2019",26127.54746
8357,17031251900,-87.7600945,41.8838116,3.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,3,"Median household income, 2015-2019",22387.46414
8358,17031252000,-87.7698798,41.8836759,1.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,3,"Median household income, 2015-2019",21130.51612
8359,17031252101,-87.7698551,41.8738808,3.0,1.0,2.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,0.0,2.0,3.0,0.0,0,"Median household income, 2015-2019",18032.16575
8360,17031252102,-87.7598116,41.8765922,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,3,"Median household income, 2015-2019",40837.55185
8361,17031252201,-87.7521051,41.8766958,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0,2.0,1.0,1,"Median household income, 2015-2019",34824.35493
8362,17031252202,-87.7445832,41.8767584,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,2,"Median household income, 2015-2019",29811.41285
8363,17031260100,-87.7233302,41.8843707,2.0,2.0,2.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0,"Median household income, 2015-2019",15385.68025
8364,17031260200,-87.7282302,41.8843243,3.0,2.0,2.0,3.0,3.0,2.0,3.0,1.0,0.0,3.0,0.0,0.0,2.0,0.0,0,"Median household income, 2015-2019",37328.70454
8365,17031260300,-87.7331362,41.8842766,2.0,0.0,1.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"Median household income, 2015-2019",24703.00637
8366,17031260400,-87.7380411,41.8842145,0.0,2.0,2.0,3.0,3.0,1.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"Median household income, 2015-2019",19888.41811
8367,17031260500,-87.7377282,41.8766639,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"Median household income, 2015-2019",35031.19448
8368,17031260600,-87.732867,41.8771076,2.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1,"Median household income, 2015-2019",28928.89745
8369,17031260700,-87.7279962,41.8770565,2.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"Median household income, 2015-2019",23571.22279
8370,17031260800,-87.7230964,41.8770848,2.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,1,"Median household income, 2015-2019",22925.24697
8371,17031260900,-87.7228141,41.8710297,2.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,0.0,0.0,3.0,1.0,0,"Median household income, 2015-2019",26214.52614
8372,17031261000,-87.7320094,41.8713379,2.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,1,"Median household income, 2015-2019",35374.86635
8373,17031270500,-87.7177932,41.8762402,1.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"Median household income, 2015-2019",16516.40311
8374,17031271200,-87.7035621,41.8773597,1.0,2.0,2.0,3.0,2.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0,"Median household income, 2015-2019",34111.55403
8375,17031271300,-87.7084528,41.877304,0.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,3.0,0.0,1.0,3.0,0.0,0,"Median household income, 2015-2019",26883.83771
8376,17031271400,-87.7133314,41.8772429,1.0,2.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,3.0,0.0,0.0,3.0,1.0,0,"Median household income, 2015-2019",25510.21096
8377,17031271500,-87.7131559,41.8717861,0.0,1.0,1.0,2.0,3.0,3.0,0.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,0,"Median household income, 2015-2019",39362.09641
8378,17031271800,-87.6984897,41.8714964,2.0,1.0,1.0,2.0,2.0,3.0,0.0,1.0,0.0,2.0,0.0,0.0,3.0,0.0,0,"Median household income, 2015-2019",20102.68267
8379,17031280100,-87.6428068,41.8853007,0.0,1.0,3.0,1.0,0.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,3.0,3,"Median household income, 2015-2019",144669.9444
8380,17031280400,-87.6718846,41.8860094,0.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,0,"Median household income, 2015-2019",41944.93897
8381,17031280800,-87.6889009,41.8785967,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,2.0,1.0,0,"Median household income, 2015-2019",19174.55649
8382,17031280900,-87.6851324,41.8786261,1.0,0.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,0.0,0.0,3.0,1.0,0,"Median household income, 2015-2019",18635.71295
8383,17031281900,-87.6426225,41.8792494,0.0,0.0,3.0,2.0,0.0,1.0,2.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,3,"Median household income, 2015-2019",115728.3184
8384,17031282700,-87.6886812,41.8713668,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1,"Median household income, 2015-2019",78980.886
8385,17031282800,-87.6849136,41.8702682,0.0,0.0,1.0,1.0,0.0,1.0,1.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0,"Median household income, 2015-2019",61736.83196
8386,17031283100,-87.6640458,41.8692736,1.0,0.0,0.0,1.0,0.0,3.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,1.0,2,"Median household income, 2015-2019",41054.99856
8387,17031283200,-87.6592024,41.869579,0.0,0.0,0.0,1.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,2.0,2.0,2.0,0,"Median household income, 2015-2019",78024.1205
8388,17031283800,-87.6537547,41.8634168,1.0,1.0,1.0,2.0,1.0,1.0,0.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2,"Median household income, 2015-2019",81596.61075
8389,17031290900,-87.7324567,41.8624103,2.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,2,"Median household income, 2015-2019",27092.79869
8390,17031291200,-87.7128746,41.8626611,2.0,2.0,2.0,3.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1,"Median household income, 2015-2019",23498.03341
8391,17031291600,-87.6922159,41.8576415,3.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,2.0,0,"Median household income, 2015-2019",57013.46525
8392,17031292200,-87.7157306,41.8566665,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1,"Median household income, 2015-2019",36977.60767
8393,17031292400,-87.7223992,41.8552397,3.0,1.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,1,"Median household income, 2015-2019",34567.66175
8394,17031292500,-87.7322428,41.8551613,3.0,2.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,1.0,0.0,3.0,0.0,2,"Median household income, 2015-2019",43423.57657
8395,17031300500,-87.7219393,41.8474251,3.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,1.0,1,"Median household income, 2015-2019",42516.6647
8396,17031300600,-87.7173343,41.8479904,3.0,0.0,1.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,1.0,0.0,2.0,1.0,1,"Median household income, 2015-2019",46240.83729
8397,17031300700,-87.7124504,41.848072,3.0,2.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,3,"Median household income, 2015-2019",43265.52994
8398,17031300800,-87.7075818,41.8481108,3.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2,"Median household income, 2015-2019",32210.75161
8399,17031300900,-87.7026993,41.8481796,3.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2,"Median household income, 2015-2019",30864.70348
8400,17031301100,-87.6979734,41.847029,3.0,1.0,0.0,1.0,2.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,1.0,1,"Median household income, 2015-2019",33101.75275
8401,17031301200,-87.6914771,41.8484171,3.0,1.0,3.0,2.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,3.0,1.0,2,"Median household income, 2015-2019",37399.77249
8402,17031301600,-87.712252,41.8407572,3.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,2,"Median household income, 2015-2019",30213.42408
8403,17031301701,-87.7196254,41.8424805,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,2,"Median household income, 2015-2019",32608.51998
8404,17031301702,-87.7195244,41.8388062,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,3,"Median household income, 2015-2019",46428.58395
8405,17031301801,-87.7350492,41.8416617,3.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,2,"Median household income, 2015-2019",39246.4784
8406,17031301802,-87.7277592,41.8451846,3.0,2.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,2,"Median household income, 2015-2019",33810.31079
8407,17031301803,-87.7278708,41.8395497,3.0,1.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,2,"Median household income, 2015-2019",34163.52909
8408,17031310200,-87.6442091,41.85631,1.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,0,"Median household income, 2015-2019",79610.95109
8409,17031310300,-87.6489782,41.8561439,3.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,1.0,2.0,1.0,1.0,0,"Median household income, 2015-2019",54740.35165
8410,17031310400,-87.6522613,41.8565069,2.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,0.0,2.0,0,"Median household income, 2015-2019",86573.4885
8411,17031310500,-87.65474,41.855248,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,1.0,0,"Median household income, 2015-2019",48174.52188
8412,17031310600,-87.6595637,41.856333,3.0,1.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,1.0,1.0,2.0,2.0,2.0,3,"Median household income, 2015-2019",49956.52415
8413,17031310700,-87.6649061,41.8559903,3.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,2.0,0,"Median household income, 2015-2019",61281.78496
8414,17031310800,-87.6685737,41.8559337,3.0,1.0,1.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,1.0,1.0,2,"Median household income, 2015-2019",59411.7433
8415,17031310900,-87.6746741,41.8557716,2.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,1.0,1.0,2.0,1.0,3,"Median household income, 2015-2019",44474.74576
8416,17031320100,-87.6209099,41.8850409,0.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,,3,"Median household income, 2015-2019",115795.1435
8417,17031320400,-87.6172556,41.875817,2.0,1.0,3.0,3.0,0.0,0.0,3.0,3.0,3.0,2.0,3.0,3.0,1.0,3.0,2,"Median household income, 2015-2019",179216.3918
8418,17031320600,-87.6165962,41.8705542,0.0,1.0,3.0,2.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,3,"Median household income, 2015-2019",108325.584
8419,17031330100,-87.615523,41.8592947,0.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,0.0,,3,"Median household income, 2015-2019",122495.6841
8420,17031330200,-87.6305315,41.8613456,1.0,0.0,2.0,1.0,1.0,1.0,3.0,3.0,3.0,0.0,3.0,3.0,1.0,2.0,2,"Median household income, 2015-2019",86330.58462
8421,17031340300,-87.6357881,41.8428058,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,3.0,1.0,0,"Median household income, 2015-2019",35356.83418
8422,17031340400,-87.6320356,41.8418857,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,1.0,2.0,1.0,0,"Median household income, 2015-2019",53307.32483
8423,17031340500,-87.6329169,41.8345181,0.0,1.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0,"Median household income, 2015-2019",25302.3107
8424,17031340600,-87.6325215,41.8274278,1.0,1.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,3.0,1.0,0,"Median household income, 2015-2019",14452.25049
8425,17031350100,-87.6079492,41.840259,0.0,0.0,0.0,0.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,2.0,1.0,1,"Median household income, 2015-2019",47621.88904
8426,17031350400,-87.6283695,41.8419291,2.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0,"Median household income, 2015-2019",14506.34699
8427,17031351000,-87.6065282,41.8355675,3.0,1.0,3.0,3.0,3.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,3.0,1.0,2,"Median household income, 2015-2019",47488.23887
8428,17031351100,-87.6141894,41.827754,2.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,1,"Median household income, 2015-2019",12222.62623
8429,17031351400,-87.6240909,41.8274019,2.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,0.0,1.0,3.0,1.0,0,"Median household income, 2015-2019",17615.30451
8430,17031351500,-87.6277309,41.8272402,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,0,"Median household income, 2015-2019",17236.62903
8431,17031360200,-87.6098876,41.8268855,1.0,0.0,1.0,2.0,3.0,0.0,0.0,2.0,1.0,2.0,0.0,1.0,1.0,0.0,0,"Median household income, 2015-2019",33597.10695
8432,17031380100,-87.6100974,41.8202019,0.0,1.0,1.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,0.0,1.0,3.0,1.0,0,"Median household income, 2015-2019",17752.13683
8433,17031380200,-87.6149861,41.820574,0.0,0.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,3.0,3.0,0.0,0,"Median household income, 2015-2019",29407.2802
8434,17031380500,-87.6277942,41.8200988,1.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,3.0,,0,"Median household income, 2015-2019",21788.15981
8435,17031380700,-87.623768,41.813806,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,,0,"Median household income, 2015-2019",45875.95111
8436,17031381200,-87.6139992,41.8085114,1.0,1.0,1.0,2.0,2.0,3.0,0.0,2.0,2.0,2.0,1.0,2.0,2.0,0.0,0,"Median household income, 2015-2019",39309.06063
8437,17031381400,-87.6214298,41.8076202,3.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,0,"Median household income, 2015-2019",45568.34357
8438,17031381500,-87.6228619,41.8101927,3.0,0.0,0.0,1.0,3.0,3.0,0.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0,"Median household income, 2015-2019",20053.88975
8439,17031381700,-87.6274463,41.8055502,,0.0,0.0,0.0,,,0.0,,,,,,,,0,"Median household income, 2015-2019",
8440,17031381800,-87.6211978,41.8038481,3.0,1.0,1.0,2.0,2.0,2.0,0.0,2.0,2.0,1.0,1.0,2.0,3.0,1.0,0,"Median household income, 2015-2019",43312.20142
8441,17031381900,-87.6138885,41.8039557,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,0,"Median household income, 2015-2019",55837.13161
8442,17031390100,-87.5905449,41.8135545,2.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,0,"Median household income, 2015-2019",85105.45806
8443,17031390200,-87.5994765,41.813041,2.0,0.0,0.0,1.0,3.0,1.0,0.0,3.0,3.0,1.0,3.0,3.0,0.0,1.0,1,"Median household income, 2015-2019",92812.61785
8444,17031390300,-87.6042089,41.8132006,1.0,1.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,0.0,1.0,3.0,1.0,1,"Median household income, 2015-2019",23814.12667
8445,17031390400,-87.6040582,41.8059243,0.0,1.0,3.0,2.0,3.0,2.0,0.0,2.0,2.0,3.0,0.0,2.0,3.0,1.0,1,"Median household income, 2015-2019",27104.46656
8446,17031390500,-87.5991987,41.8059781,1.0,0.0,0.0,1.0,2.0,2.0,0.0,3.0,3.0,0.0,1.0,3.0,2.0,2.0,0,"Median household income, 2015-2019",49261.75541
8447,17031390600,-87.5943504,41.8060181,1.0,0.0,1.0,1.0,0.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,0,"Median household income, 2015-2019",54997.04483
8448,17031390700,-87.5804887,41.8040164,0.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,2.0,3,"Median household income, 2015-2019",64908.3717
8449,17031400300,-87.6114331,41.7897197,0.0,2.0,3.0,3.0,3.0,3.0,3.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0,"Median household income, 2015-2019",31285.80758
8450,17031400400,-87.6183211,41.7911261,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,0.0,3.0,1.0,1,"Median household income, 2015-2019",38812.64571
8451,17031400500,-87.6231791,41.7910414,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,1,"Median household income, 2015-2019",23712.29797
8452,17031400800,-87.620558,41.7828633,0.0,2.0,3.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1,"Median household income, 2015-2019",20104.8041
8453,17031410100,-87.5810259,41.8015822,3.0,0.0,2.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1,"Median household income, 2015-2019",51120.1292
8454,17031410200,-87.5942651,41.8016709,0.0,0.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,2.0,1.0,2.0,3.0,2.0,0,"Median household income, 2015-2019",44223.35615
8455,17031410500,-87.6037435,41.7978296,1.0,1.0,1.0,1.0,3.0,3.0,0.0,3.0,3.0,0.0,2.0,3.0,3.0,2.0,1,"Median household income, 2015-2019",57362.44069
8456,17031410600,-87.5989422,41.7979687,1.0,0.0,1.0,1.0,2.0,3.0,0.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1,"Median household income, 2015-2019",43506.31238
8457,17031410700,-87.5941996,41.7980493,0.0,0.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,2.0,3.0,2.0,1,"Median household income, 2015-2019",41913.1175
8458,17031410800,-87.5896248,41.7979614,2.0,0.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,0.0,1.0,2.0,2.0,2.0,1,"Median household income, 2015-2019",40744.20888
8459,17031410900,-87.5780937,41.7967097,0.0,1.0,1.0,1.0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2,"Median household income, 2015-2019",64017.37057
8460,17031411000,-87.577462,41.7872267,2.0,0.0,1.0,1.0,2.0,2.0,3.0,3.0,3.0,2.0,2.0,3.0,1.0,2.0,2,"Median household income, 2015-2019",71434.95499
8461,17031411100,-87.5897011,41.7904545,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,0.0,3.0,3.0,1.0,3.0,1,"Median household income, 2015-2019",121539.9793
8462,17031411200,-87.5940171,41.7905618,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0,3.0,2.0,3.0,0,"Median household income, 2015-2019",93948.64429
8463,17031420100,-87.5795042,41.7825689,2.0,1.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,0.0,1.0,3.0,0.0,0,"Median household income, 2015-2019",19528.83551
8464,17031420200,-87.5935208,41.783468,0.0,0.0,0.0,1.0,3.0,2.0,0.0,2.0,2.0,1.0,0.0,0.0,3.0,1.0,0,"Median household income, 2015-2019",30978.20005
8465,17031420300,-87.598697,41.7832241,1.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,2.0,3.0,1.0,0.0,3.0,2.0,1,"Median household income, 2015-2019",38948.41731
8466,17031420400,-87.6035584,41.7831699,2.0,0.0,1.0,1.0,2.0,3.0,0.0,1.0,2.0,3.0,0.0,1.0,3.0,2.0,0,"Median household income, 2015-2019",14506.34699
